24, 2
93, 33.00
164, 51.50
138, 43.10
125, 23.25
129, 24.50
65, 18.75
193, 43.50
68, 12.00
139, 31.75
81, 20.40
73, 16.00
130, 25.50
147, 44.00
51, 9.20
56, 15.40
61, 6.75
115, 11.40
70, 24.75
44, 8.25
44, 9.80
63, 14.30
133, 31.50
239, 41.50
133, 24.50
